,Rooms,Distance,Landsize,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
5571,3,7.9,608.0,2.0,2.0,165.0,-37.7702,145.0398,98.0,1605000.0
5572,2,7.9,721.0,1.0,1.0,78.0,-37.7634,145.0406,58.0,587000.0
5584,3,7.9,691.0,1.0,2.0,140.0,-37.7674,145.0392,68.0,1535000.0
5586,4,7.9,694.0,2.0,1.0,217.0,-37.7565,145.0506,68.0,1470000.0
5587,3,7.9,645.0,1.0,2.0,158.0,-37.7634,145.0439,88.0,1486000.0
5593,5,7.9,689.0,2.0,2.0,292.0,-37.7591,145.04,11.0,1730000.0
5596,3,7.9,684.0,2.0,2.0,232.0,-37.7659,145.0392,18.0,1850000.0
5601,5,7.9,1006.0,3.0,1.0,411.0,-37.7765,145.0427,98.0,2600000.0
5603,2,7.9,71.0,1.0,1.0,70.0,-37.7634,145.0406,58.0,500000.0
5608,3,7.9,597.0,1.0,1.0,115.0,-37.7645,145.0314,68.0,1102000.0
5609,3,7.9,834.0,2.0,2.0,169.0,-37.7587,145.0426,68.0,1275000.0
5611,2,7.9,124.0,2.0,1.0,135.0,-37.7618,145.0287,8.0,785000.0
5612,3,7.9,721.0,2.0,2.0,136.0,-37.758,145.0408,38.0,1223500.0
5614,4,7.9,631.0,2.0,3.0,233.0,-37.7771,145.0448,83.0,1720000.0
5617,3,7.9,572.0,1.0,1.0,130.0,-37.7709,145.0425,88.0,1225000.0
5619,4,7.9,605.0,1.0,2.0,181.0,-37.7707,145.0467,78.0,1460000.0
5620,1,7.9,0.0,1.0,1.0,58.0,-37.7753,145.0419,26.0,421000.0
5623,4,7.9,608.0,3.0,2.0,315.0,-37.7705,145.0396,38.0,2090000.0
5630,3,7.9,189.0,2.0,1.0,110.0,-37.7661,145.0354,28.0,700000.0
5635,4,7.9,719.0,3.0,3.0,407.0,-37.7815,145.0403,11.0,2595000.0
5637,2,7.9,134.0,1.0,1.0,120.0,-37.7582,145.034,6.0,710000.0
5638,3,7.9,0.0,2.0,2.0,96.0,-37.7694,145.0406,18.0,650000.0
5653,3,15.0,597.0,1.0,4.0,114.0,-37.7392,144.8241,43.0,515000.0
5655,3,15.0,530.0,2.0,4.0,186.0,-37.7375,144.8282,38.0,582000.0
5656,3,15.0,570.0,2.0,2.0,163.0,-37.7367,144.8246,38.0,545000.0
5658,4,15.0,649.0,2.0,2.0,305.0,-37.7382,144.8292,18.0,751000.0
5659,4,15.0,574.0,1.0,2.0,100.0,-37.7336,144.8226,33.0,500000.0
5660,4,15.0,612.0,2.0,2.0,155.0,-37.7378,144.8264,38.0,560000.0
5663,3,12.8,683.0,2.0,2.0,200.0,-37.7402,144.8591,23.0,703000.0
5665,3,12.8,538.0,1.0,1.0,104.0,-37.7441,144.8503,48.0,650000.0
5666,3,12.8,331.0,2.0,1.0,201.0,-37.7325,144.8621,8.0,770000.0
5669,4,12.8,289.0,2.0,1.0,125.0,-37.7506,144.8689,7.0,900000.0
5672,3,12.8,288.0,2.0,2.0,116.0,-37.7514,144.8731,19.0,700000.0
5675,4,12.8,540.0,2.0,1.0,188.0,-37.7482,144.877,40.0,816000.0
5677,4,12.8,622.0,1.0,1.0,126.0,-37.7425,144.8683,53.0,845000.0
5680,3,12.8,672.0,2.0,3.0,132.0,-37.7465,144.876,38.0,772000.0
5682,3,12.8,3977.0,2.0,2.0,113.0,-37.747,144.8663,5.0,650000.0
5683,3,12.8,532.0,2.0,1.0,140.0,-37.7295,144.8644,58.0,757000.0
5685,3,12.8,568.0,2.0,2.0,148.0,-37.7469,144.8526,48.0,690000.0
5687,3,12.8,412.0,1.0,1.0,133.0,-37.7459,144.8643,15.0,583000.0
5689,3,12.8,584.0,1.0,2.0,123.0,-37.7435,144.8798,38.0,880000.0
5690,3,12.8,112.0,2.0,2.0,138.0,-37.7434,144.881,5.0,580000.0
5691,4,12.8,322.0,3.0,1.0,257.0,-37.7293,144.8659,68.0,886000.0
5693,4,12.8,745.0,2.0,2.0,182.0,-37.7479,144.8805,26.0,920000.0
5698,3,12.8,605.0,3.0,2.0,212.0,-37.7459,144.8788,38.0,976000.0
5700,4,12.8,613.0,2.0,2.0,250.0,-37.7453,144.8721,7.0,1420000.0
5702,3,12.8,713.0,1.0,1.0,127.0,-37.7301,144.8671,48.0,900000.0
5709,3,12.8,352.0,1.0,2.0,102.0,-37.7459,144.8673,18.0,560000.0
5710,4,12.8,776.0,2.0,2.0,268.0,-37.7502,144.8745,38.0,1010000.0
5716,4,12.8,708.0,2.0,3.0,184.0,-37.7452,144.8652,28.0,835000.0
5717,3,12.8,440.0,2.0,1.0,156.0,-37.7517,144.8776,23.0,705000.0
5720,3,12.8,224.0,2.0,2.0,154.0,-37.749,144.8599,20.0,680000.0
5727,3,12.8,606.0,1.0,2.0,141.0,-37.7311,144.8663,53.0,785000.0
5729,3,12.8,716.0,2.0,2.0,154.0,-37.734,144.8593,48.0,695000.0
5731,2,12.8,0.0,1.0,2.0,85.0,-37.7346,144.8646,28.0,502000.0
5732,4,12.8,546.0,2.0,2.0,174.0,-37.7428,144.8536,48.0,770000.0
5734,3,12.8,542.0,1.0,2.0,120.0,-37.7408,144.8553,48.0,570000.0
5736,4,12.8,686.0,2.0,2.0,198.0,-37.7394,144.8628,23.0,830000.0
5737,3,12.8,565.0,1.0,1.0,125.0,-37.7498,144.8585,48.0,600000.0
5738,3,12.8,630.0,2.0,1.0,126.0,-37.7378,144.8705,1.0,825000.0
5743,4,12.8,547.0,2.0,2.0,184.0,-37.7381,144.8554,18.0,735000.0
5745,3,12.8,928.0,2.0,2.0,130.0,-37.7362,144.8643,48.0,875000.0
5746,3,12.8,554.0,1.0,1.0,147.0,-37.7303,144.8636,58.0,601200.0
5749,3,12.8,558.0,1.0,2.0,105.0,-37.7305,144.8646,38.0,680000.0
5757,3,12.8,616.0,1.0,2.0,201.0,-37.7449,144.8533,48.0,705000.0
5758,3,12.8,320.0,2.0,1.0,133.0,-37.7415,144.8668,5.0,710000.0
5760,4,12.8,544.0,2.0,2.0,233.0,-37.7479,144.8763,38.0,732000.0
5761,3,12.8,598.0,2.0,4.0,123.0,-37.7487,144.8526,48.0,715000.0
5763,3,4.2,166.0,1.0,1.0,138.0,-37.7929,144.9197,18.0,852000.0
5764,3,4.2,188.0,1.0,1.0,106.0,-37.7953,144.9275,108.0,1037000.0
5766,3,4.2,199.0,1.0,1.0,121.0,-37.7957,144.93200000000002,108.0,1470000.0
5769,2,4.2,0.0,1.0,1.0,81.0,-37.7974,144.9261,10.0,492500.0
5770,2,4.2,0.0,1.0,1.0,55.0,-37.794000000000004,144.923,48.0,420000.0
5775,2,4.2,0.0,1.0,1.0,80.0,-37.7899,144.9231,16.0,420000.0
5779,3,4.2,284.0,1.0,1.0,113.0,-37.7938,144.9228,118.0,1271000.0
5780,3,4.2,234.0,1.0,0.0,104.0,-37.7923,144.9332,118.0,1010000.0
5781,2,4.2,325.0,1.0,1.0,112.0,-37.7976,144.9213,16.0,750000.0
5785,2,4.2,138.0,2.0,1.0,126.0,-37.799,144.9276,19.0,905000.0
5787,2,4.2,174.0,1.0,1.0,72.0,-37.7959,144.9343,118.0,960000.0
5788,2,4.2,163.0,1.0,1.0,99.0,-37.7929,144.9287,118.0,1031000.0
5790,3,4.2,211.0,1.0,1.0,95.0,-37.7891,144.92600000000002,26.0,870000.0
5791,3,4.2,239.0,1.0,0.0,135.0,-37.7923,144.9324,108.0,1165000.0
5792,5,4.2,566.0,2.0,2.0,270.0,-37.7893,144.933,128.0,1710000.0
5795,3,4.2,275.0,1.0,0.0,120.0,-37.7954,144.9274,118.0,1455000.0
5796,1,4.2,0.0,1.0,1.0,47.0,-37.7961,144.9261,6.0,365000.0
5798,2,4.2,3448.0,2.0,1.0,71.0,-37.7976,144.9285,8.0,442000.0
5799,2,4.2,158.0,1.0,2.0,76.0,-37.7902,144.9319,53.0,765000.0
5801,2,4.2,3957.0,1.0,1.0,81.0,-37.7974,144.9261,8.0,515000.0
5804,1,4.2,0.0,1.0,1.0,50.0,-37.7961,144.9261,6.0,370000.0
5807,2,4.2,169.0,2.0,2.0,127.0,-37.7922,144.9316,10.0,1234500.0
5808,2,4.2,1111.0,1.0,2.0,92.0,-37.7896,144.9321,20.0,666000.0
5812,2,4.2,211.0,1.0,1.0,88.0,-37.7925,144.9264,103.0,825000.0
5817,2,4.2,132.0,1.0,0.0,79.0,-37.7989,144.9275,131.0,812000.0
5818,5,4.2,566.0,2.0,2.0,270.0,-37.7893,144.933,128.0,1900000.0
5820,1,4.2,0.0,1.0,0.0,67.0,-37.7913,144.9323,21.0,445000.0
5821,2,4.2,94.0,2.0,1.0,130.0,-37.7934,144.9166,16.0,732000.0
5822,3,4.2,250.0,2.0,2.0,147.0,-37.792,144.9324,118.0,1260000.0
5823,3,4.2,211.0,2.0,2.0,132.0,-37.7926,144.9197,21.0,1000000.0
5824,2,4.2,197.0,1.0,1.0,101.0,-37.7918,144.9264,128.0,1155000.0
5828,3,4.2,1181.0,2.0,2.0,136.0,-37.7982,144.9202,15.0,790000.0
5830,2,4.2,324.0,2.0,1.0,97.0,-37.7903,144.9345,9.0,700000.0
5832,3,4.2,312.0,1.0,1.0,109.0,-37.793,144.934,103.0,1230000.0
5835,2,4.2,0.0,1.0,1.0,84.0,-37.7948,144.9314,8.0,460000.0
5836,2,4.2,0.0,1.0,1.0,80.0,-37.7899,144.9231,16.0,395000.0
5838,2,4.2,169.0,1.0,1.0,90.0,-37.7925,144.9315,118.0,850000.0
5845,2,4.2,97.0,1.0,1.0,103.0,-37.7921,144.9234,18.0,868000.0
5847,2,4.2,0.0,1.0,1.0,90.0,-37.7937,144.9295,48.0,773000.0
5848,2,4.2,2136.0,2.0,1.0,94.0,-37.7956,144.935,6.0,631090.0
5850,2,4.2,0.0,1.0,1.0,86.0,-37.7897,144.9228,18.0,410000.0
5852,2,4.2,0.0,1.0,1.0,59.0,-37.7966,144.9254,12.0,425000.0
5877,2,5.6,745.0,1.0,1.0,72.0,-37.8024,145.0346,50.0,610000.0
5887,3,5.6,0.0,2.0,2.0,141.0,-37.8064,145.0182,68.0,882000.0
5901,4,5.6,992.0,3.0,4.0,374.0,-37.8046,145.0603,83.0,3550000.0
5902,2,5.6,405.0,1.0,2.0,80.0,-37.8012,145.0361,128.0,1326000.0
5906,4,5.6,400.0,2.0,2.0,251.0,-37.8147,145.0438,18.0,1950000.0
5911,4,5.6,603.0,2.0,2.0,220.0,-37.8095,145.0391,88.0,2550000.0
5915,3,5.6,392.0,2.0,1.0,426.0,-37.8081,145.0263,3.0,1878000.0
5918,4,5.6,277.0,3.0,2.0,199.0,-37.8007,145.0374,2.0,1910000.0
5920,3,5.6,304.0,1.0,2.0,127.0,-37.8023,145.0404,133.0,1410000.0
5922,3,5.6,782.0,1.0,2.0,175.0,-37.8107,145.0219,98.0,2310000.0
5925,4,5.6,364.0,2.0,0.0,183.0,-37.8125,145.043,118.0,2315000.0
5926,3,5.6,848.0,2.0,2.0,97.0,-37.796,145.0324,48.0,800000.0
5930,5,5.6,957.0,4.0,4.0,400.0,-37.8112,145.05700000000002,88.0,4850000.0
5937,6,5.6,1334.0,6.0,3.0,365.0,-37.8029,145.0267,128.0,6500000.0
5942,2,5.6,0.0,1.0,1.0,90.0,-37.8071,145.0243,48.0,580000.0
5945,3,5.6,591.0,2.0,2.0,190.0,-37.812,145.0268,108.0,1905000.0
5946,2,5.6,0.0,1.0,1.0,51.0,-37.7997,145.0304,48.0,478000.0
5948,2,5.6,0.0,1.0,1.0,77.0,-37.8108,145.0545,52.0,672000.0
5949,4,5.6,712.0,3.0,2.0,237.0,-37.8034,145.0527,43.0,2286000.0
5954,3,5.6,397.0,2.0,2.0,80.0,-37.8013,145.0335,78.0,1575000.0
5955,2,5.6,0.0,1.0,1.0,80.0,-37.805,145.0294,43.0,590000.0
5965,4,5.6,861.0,2.0,2.0,358.0,-37.8047,145.0534,35.0,2350000.0
5966,4,5.6,687.0,2.0,1.0,180.0,-37.8096,145.0529,63.0,1312000.0
5967,2,5.6,89.0,2.0,1.0,87.0,-37.8148,145.0571,53.0,890000.0
5970,2,5.6,424.0,1.0,1.0,89.0,-37.7995,145.0418,78.0,1331000.0
5971,4,5.6,586.0,2.0,2.0,187.0,-37.7933,145.0343,78.0,1800000.0
5978,3,5.6,288.0,2.0,2.0,203.0,-37.7997,145.046,21.0,1476000.0
5979,4,5.6,660.0,2.0,2.0,215.0,-37.8124,145.0361,90.0,2590000.0
5980,4,5.6,717.0,2.0,2.0,225.0,-37.8083,145.0418,128.0,2625000.0
5986,4,5.6,650.0,1.0,1.0,242.0,-37.8098,145.02200000000002,88.0,2265000.0
5992,5,5.6,531.0,2.0,1.0,1022.0,-37.813,145.0411,128.0,1975000.0
5996,5,5.6,597.0,4.0,2.0,342.0,-37.7937,145.0353,2.0,2550000.0
6001,3,5.6,205.0,2.0,2.0,184.0,-37.7993,145.0267,23.0,1330000.0
6005,3,5.6,247.0,2.0,2.0,204.0,-37.8053,145.0327,20.0,1450000.0
6009,3,5.6,1353.0,2.0,3.0,282.0,-37.8006,145.0218,58.0,3650000.0
6012,2,5.6,0.0,1.0,2.0,86.0,-37.7925,145.0263,26.0,551000.0
6022,4,5.6,737.0,4.0,2.0,293.0,-37.8042,145.0291,108.0,2460000.0
6025,4,5.6,690.0,2.0,4.0,248.0,-37.8037,145.0308,128.0,2850000.0
6029,5,5.6,534.0,2.0,2.0,237.0,-37.8044,145.0386,128.0,2425000.0
6030,2,5.6,745.0,1.0,1.0,72.0,-37.8024,145.0346,50.0,610000.0
6032,3,5.6,140.0,2.0,2.0,121.0,-37.8063,145.0179,38.0,955000.0
6033,2,5.6,124.0,1.0,1.0,86.0,-37.7938,145.0321,26.0,707500.0
6037,3,5.6,904.0,1.0,1.0,110.0,-37.801,145.0297,38.0,732000.0
6038,2,5.6,1065.0,1.0,1.0,90.0,-37.7944,145.0339,108.0,2875000.0
6047,3,5.6,857.0,1.0,2.0,130.0,-37.7981,145.0423,77.0,1500000.0
6048,4,5.6,641.0,3.0,2.0,230.0,-37.7982,145.0281,8.0,1750000.0
6049,3,5.6,0.0,1.0,1.0,115.0,-37.8087,145.0452,83.0,1100000.0
6051,3,5.6,298.0,1.0,1.0,130.0,-37.8021,145.0391,118.0,1440000.0
6052,4,5.6,670.0,3.0,4.0,346.0,-37.8042,145.0279,28.0,2560000.0
6053,5,5.6,674.0,2.0,2.0,281.0,-37.8064,145.0608,59.0,2600000.0
6055,5,5.6,480.0,5.0,2.0,147.0,-37.8117,145.0449,39.0,3280000.0
6069,3,5.6,0.0,1.0,1.0,112.0,-37.7978,145.0333,48.0,620000.0
6070,4,5.6,700.0,3.0,2.0,700.0,-37.8033,145.0526,26.0,2600000.0
6074,5,5.6,920.0,2.0,3.0,241.0,-37.8017,145.0419,118.0,2800000.0
6076,3,5.6,275.0,2.0,2.0,153.0,-37.8052,145.0489,19.0,1420000.0
6078,3,5.6,336.0,2.0,1.0,139.0,-37.8074,145.0318,108.0,1800000.0
6082,1,5.6,0.0,1.0,1.0,55.0,-37.7999,145.0544,13.0,395000.0
6083,4,5.6,741.0,3.0,2.0,307.0,-37.8043,145.0291,128.0,2250000.0
6091,5,7.5,711.0,2.0,3.0,253.0,-37.7923,145.0528,78.0,1950000.0
6093,2,7.5,0.0,1.0,1.0,83.0,-37.7969,145.0511,58.0,605000.0
6097,3,7.5,672.0,1.0,2.0,152.0,-37.789,145.0616,78.0,1920000.0
6104,3,7.5,702.0,1.0,1.0,127.0,-37.7922,145.0518,85.0,1615000.0
6110,4,7.5,948.0,4.0,3.0,311.0,-37.7881,145.0631,58.0,2081000.0
6111,4,7.5,458.0,2.0,2.0,200.0,-37.7981,145.0472,88.0,1315000.0
6114,3,7.5,611.0,2.0,4.0,160.0,-37.7997,145.058,88.0,1750000.0
6118,5,7.5,695.0,3.0,2.0,360.0,-37.7904,145.0548,68.0,2100000.0
6122,6,7.5,730.0,3.0,2.0,310.0,-37.7917,145.0509,50.0,1300000.0
6127,4,7.5,458.0,2.0,2.0,200.0,-37.7981,145.0472,88.0,1315000.0
6130,3,7.5,248.0,2.0,2.0,167.0,-37.7923,145.0595,6.0,1620000.0
6150,3,9.2,165.0,2.0,2.0,161.0,-37.7773,144.8725,11.0,615000.0
6151,3,9.2,576.0,1.0,1.0,128.0,-37.7808,144.8678,48.0,715000.0
6153,4,9.2,308.0,2.0,2.0,185.0,-37.7833,144.8817,6.0,826000.0
6154,2,9.2,1972.0,1.0,1.0,63.0,-37.7863,144.8769,58.0,275000.0
6155,2,9.2,163.0,1.0,0.0,69.0,-37.789,144.8813,98.0,711000.0
6159,3,9.2,156.0,2.0,1.0,124.0,-37.7898,144.8722,6.0,695000.0
6163,3,9.2,306.0,1.0,2.0,91.0,-37.7838,144.8724,58.0,490000.0
6167,2,9.2,144.0,1.0,1.0,79.0,-37.7895,144.8667,13.0,502000.0
6168,3,9.2,239.0,2.0,1.0,121.0,-37.7882,144.8784,63.0,721000.0
6174,3,9.2,584.0,1.0,1.0,81.0,-37.7885,144.8771,118.0,840000.0
6175,2,9.2,0.0,1.0,1.0,70.0,-37.7776,144.8723,9.0,335000.0
6178,3,9.2,300.0,1.0,2.0,125.0,-37.7896,144.8752,68.0,832000.0
6179,2,9.2,270.0,1.0,2.0,95.0,-37.7871,144.8791,118.0,646000.0
6182,3,9.2,285.0,1.0,2.0,107.0,-37.7813,144.8678,108.0,673000.0
6186,3,9.2,214.0,1.0,2.0,146.0,-37.7798,144.8661,11.0,695000.0
6188,2,9.2,0.0,1.0,1.0,69.0,-37.7795,144.8729,7.0,349000.0
6191,3,9.2,210.0,1.0,2.0,121.0,-37.7869,144.8749,6.0,555000.0
6195,2,9.2,15100.0,1.0,1.0,66.0,-37.7795,144.8729,6.0,352500.0
6199,5,9.2,527.0,3.0,2.0,358.0,-37.7746,144.8727,9.0,1350000.0
6201,2,9.2,118.0,1.0,2.0,91.0,-37.787,144.8748,4.0,510000.0
6212,3,9.2,269.0,1.0,2.0,80.0,-37.7844,144.8665,58.0,490000.0
6217,4,9.2,595.0,1.0,1.0,80.0,-37.7817,144.868,68.0,675000.0
6218,3,9.2,381.0,1.0,3.0,121.0,-37.7874,144.8763,78.0,865000.0
6219,2,9.2,145.0,2.0,1.0,112.0,-37.7801,144.869,6.0,600000.0
6220,4,9.2,333.0,1.0,2.0,137.0,-37.7893,144.8818,48.0,773000.0
6232,3,7.4,231.0,2.0,1.0,180.0,-37.8607,145.0373,128.0,2050000.0
6235,4,7.4,502.0,2.0,2.0,309.0,-37.8515,145.0324,2.0,3460000.0
6238,4,7.4,586.0,2.0,2.0,195.0,-37.866,145.039,128.0,2400000.0
6241,3,7.4,396.0,2.0,2.0,105.0,-37.8562,145.0373,108.0,2025000.0
6253,2,7.4,0.0,1.0,1.0,68.0,-37.8515,145.0372,10.0,611000.0
6261,4,7.4,587.0,3.0,2.0,392.0,-37.8613,145.0393,2.0,3800000.0
6262,3,7.4,227.0,2.0,1.0,181.0,-37.8577,145.0406,23.0,1390000.0
6266,3,7.4,696.0,1.0,3.0,128.0,-37.8462,145.0386,108.0,2415000.0
6270,2,7.4,0.0,1.0,1.0,80.0,-37.8633,145.0338,48.0,566000.0
6271,3,7.4,313.0,1.0,1.0,132.0,-37.8511,145.0317,108.0,1437000.0
6272,2,7.4,0.0,1.0,1.0,54.0,-37.8693,145.0348,48.0,500000.0
6285,5,7.4,807.0,3.0,4.0,339.0,-37.8684,145.035,98.0,3400000.0
6286,3,7.4,471.0,2.0,4.0,235.0,-37.851,145.0316,33.0,2355000.0
6290,5,7.4,580.0,3.0,3.0,320.0,-37.8653,145.0304,128.0,4240000.0
6295,2,7.4,254.0,1.0,0.0,100.0,-37.8674,145.0355,118.0,1326000.0
6296,4,7.4,716.0,4.0,2.0,159.0,-37.8469,145.0377,93.0,4525000.0
6303,4,7.4,300.0,2.0,1.0,185.0,-37.8638,145.0298,128.0,1965000.0
6305,4,7.4,585.0,3.0,2.0,248.0,-37.868,145.03799999999998,103.0,3470000.0
6306,2,7.4,0.0,1.0,1.0,91.0,-37.8597,145.0322,51.0,740000.0
6312,5,7.4,501.0,3.0,2.0,233.0,-37.8631,145.0353,12.0,2325000.0
6314,3,7.4,246.0,2.0,1.0,106.0,-37.871,145.0364,108.0,1970000.0
6316,2,7.4,232.0,1.0,1.0,95.0,-37.8686,145.03799999999998,17.0,1475000.0
6323,2,7.4,0.0,1.0,1.0,74.0,-37.854,145.041,47.0,584000.0
6333,3,11.2,322.0,1.0,1.0,137.0,-37.8726,145.0396,108.0,1490000.0
6334,3,11.2,337.0,2.0,1.0,146.0,-37.8833,145.0697,25.0,1210000.0
6343,4,11.2,0.0,2.0,3.0,223.0,-37.8755,145.0523,103.0,2355000.0
6344,2,11.2,310.0,1.0,1.0,102.0,-37.8717,145.0399,108.0,1036000.0
6347,3,11.2,376.0,3.0,1.0,254.0,-37.8727,145.0458,88.0,2273000.0
6349,5,11.2,567.0,2.0,2.0,327.0,-37.8786,145.0495,103.0,2350000.0
6357,4,11.2,567.0,3.0,2.0,215.0,-37.8742,145.0614,98.0,2200000.0
6359,2,11.2,196.0,1.0,2.0,109.0,-37.8796,145.0876,48.0,790000.0
6363,4,11.2,797.0,2.0,2.0,180.0,-37.8783,145.0869,68.0,1185000.0
6366,3,11.2,769.0,2.0,1.0,196.0,-37.8799,145.0552,98.0,1837000.0
6375,3,11.2,216.0,2.0,1.0,135.0,-37.866,145.0549,24.0,1253000.0
6390,3,11.2,0.0,2.0,2.0,138.0,-37.8782,145.0649,18.0,922000.0
6391,5,11.2,837.0,2.0,4.0,267.0,-37.8756,145.0561,99.0,4802500.0
6393,1,11.2,0.0,1.0,1.0,117.0,-37.8769,145.0471,43.0,350000.0
6397,3,11.2,691.0,2.0,2.0,150.0,-37.8734,145.0887,68.0,1555000.0
6400,4,11.2,412.0,3.0,2.0,254.0,-37.8707,145.0482,88.0,2123000.0
6410,4,11.2,365.0,3.0,2.0,110.0,-37.8818,145.0548,88.0,1700000.0
6413,2,11.2,604.0,1.0,2.0,119.0,-37.8835,145.0886,58.0,1150000.0
6415,4,11.2,526.0,2.0,2.0,243.0,-37.8771,145.0505,108.0,2001000.0
6416,3,11.2,700.0,2.0,2.0,126.0,-37.8807,145.0547,98.0,1915000.0
6420,3,11.2,0.0,3.0,2.0,130.0,-37.8812,145.05700000000002,30.0,1135000.0
6424,4,11.2,310.0,2.0,2.0,180.0,-37.8822,145.0837,28.0,1240000.0
6425,3,11.2,181.0,2.0,2.0,151.0,-37.8823,145.0839,28.0,1120000.0
6431,3,11.2,888.0,1.0,2.0,165.0,-37.8799,145.0738,132.0,1500000.0
6436,3,11.2,170.0,1.0,1.0,83.0,-37.8689,145.0504,43.0,707500.0
6438,2,11.2,0.0,1.0,1.0,118.0,-37.865,145.0506,88.0,835000.0
6443,3,11.2,400.0,2.0,1.0,152.0,-37.8718,145.0404,88.0,1870000.0
6447,4,11.2,504.0,2.0,1.0,260.0,-37.8834,145.0635,98.0,1580000.0
6450,2,11.2,0.0,2.0,1.0,104.0,-37.8823,145.0729,5.0,820000.0
6452,2,11.2,0.0,1.0,1.0,74.0,-37.8811,145.0524,48.0,480000.0
6456,3,11.2,234.0,2.0,2.0,201.0,-37.8695,145.05,20.0,1680000.0
6464,1,11.2,0.0,1.0,1.0,42.0,-37.8764,145.0463,5.0,300000.0
6465,3,11.2,645.0,1.0,2.0,126.0,-37.875,145.0861,58.0,1100000.0
6466,1,11.2,0.0,1.0,1.0,38.0,-37.8728,145.0417,53.0,373000.0
6477,4,11.2,427.0,3.0,2.0,337.0,-37.8704,145.0503,6.0,2560000.0
6478,3,11.2,310.0,2.0,1.0,114.0,-37.8733,145.0883,48.0,960000.0
6485,1,11.2,0.0,1.0,1.0,46.0,-37.8704,145.0495,78.0,315000.0
6486,3,11.2,333.0,1.0,1.0,147.0,-37.8722,145.067,70.0,1297000.0
6489,3,11.2,0.0,2.0,2.0,134.0,-37.8689,145.06,5.0,1015000.0
6492,2,11.2,0.0,1.0,1.0,62.0,-37.8801,145.0874,58.0,523000.0
6493,3,11.2,606.0,2.0,2.0,133.0,-37.8831,145.0879,53.0,1335000.0
6496,2,11.2,0.0,1.0,1.0,57.0,-37.8804,145.0501,21.0,425000.0
6497,3,11.2,375.0,2.0,1.0,155.0,-37.8777,145.0608,98.0,1670000.0
6498,4,11.2,222.0,3.0,2.0,90.0,-37.878,145.0666,8.0,1350000.0
6500,3,11.2,764.0,1.0,2.0,114.0,-37.8814,145.0583,93.0,1650000.0
6509,3,11.2,288.0,1.0,1.0,132.0,-37.8752,145.0817,19.0,950000.0
6510,3,11.2,615.0,1.0,2.0,126.0,-37.8846,145.0861,68.0,1782500.0
6520,2,11.2,0.0,2.0,1.0,120.0,-37.8828,145.0528,3.0,650000.0
6525,3,8.7,597.0,1.0,2.0,154.0,-37.763000000000005,144.8877,48.0,975000.0
6526,3,8.7,77.0,2.0,2.0,115.0,-37.7746,144.8798,14.0,560000.0
6533,2,8.7,0.0,1.0,1.0,88.0,-37.7716,144.882,14.0,355000.0
6534,3,8.7,77.0,2.0,2.0,138.0,-37.7743,144.8797,18.0,550000.0
6535,2,8.7,5661.0,1.0,2.0,103.0,-37.773,144.8806,78.0,420000.0
6537,2,8.7,904.0,1.0,1.0,53.0,-37.7679,144.8935,33.0,399000.0
6539,3,8.7,762.0,1.0,4.0,142.0,-37.7707,144.8924,68.0,1105000.0
6540,3,8.7,250.0,1.0,2.0,132.0,-37.7861,144.8897,18.0,730000.0
6542,3,8.7,202.0,2.0,2.0,121.0,-37.768,144.8894,12.0,662500.0
6547,2,8.7,53.0,1.0,2.0,71.0,-37.7736,144.8798,18.0,410000.0
6549,3,8.7,689.0,1.0,2.0,110.0,-37.7823,144.887,98.0,920000.0
6550,3,8.7,645.0,2.0,2.0,211.0,-37.7662,144.8971,118.0,1320000.0
6551,5,8.7,446.0,3.0,2.0,286.0,-37.7712,144.8763,16.0,1150000.0
6566,3,8.7,222.0,2.0,2.0,200.0,-37.7697,144.878,16.0,847000.0
6567,2,8.7,3967.0,1.0,2.0,87.0,-37.7706,144.8805,11.0,400000.0
6572,3,8.7,1396.0,2.0,2.0,175.0,-37.7833,144.888,63.0,1072000.0
6576,2,8.7,176.0,2.0,1.0,142.0,-37.7693,144.8905,8.0,510000.0
6580,3,8.7,151.0,2.0,2.0,3.0,-37.7855,144.8958,8.0,865000.0
6583,2,8.7,98.0,1.0,2.0,128.0,-37.7677,144.8925,9.0,570000.0
6589,4,8.7,865.0,3.0,8.0,374.0,-37.7682,144.8971,5.0,1900000.0
6590,2,8.7,83.0,1.0,1.0,88.0,-37.7732,144.8927,38.0,429000.0
6595,3,8.7,4977.0,2.0,2.0,95.0,-37.7737,144.8816,13.0,456000.0
6596,2,8.7,3014.0,2.0,1.0,80.0,-37.7853,144.8944,6.0,566000.0
6597,2,8.7,85.0,1.0,1.0,84.0,-37.7732,144.8927,38.0,408000.0
6600,2,8.7,0.0,2.0,1.0,79.0,-37.7853,144.8999,7.0,470000.0
6602,3,8.7,173.0,3.0,2.0,184.0,-37.773,144.8947,18.0,780000.0
6606,2,8.7,54.0,1.0,2.0,85.0,-37.774,144.8797,18.0,440000.0
6609,4,8.7,452.0,2.0,2.0,245.0,-37.774,144.877,19.0,1048700.0
6610,2,8.7,54.0,1.0,2.0,85.0,-37.774,144.8797,18.0,400000.0
6611,4,8.7,613.0,3.0,4.0,142.0,-37.7799,144.8879,68.0,1215000.0
6612,4,8.7,688.0,3.0,2.0,166.0,-37.7713,144.8937,58.0,1180000.0
6613,4,8.7,325.0,3.0,2.0,207.0,-37.7822,144.8922,13.0,1117000.0
